7:00:00 (C),,0:952:93:6:12:3:0:0:1:0:0:0:1:0:0,5:932:91:4:15:5:0:2:0:0:0:0:0:0:0,3:987:135:8:14:5:1:2:2:0:0:0:0:0:0,2:947:126:6:25:4:1:1:1:0:0:0:1:0:0,
8:00:00 (C),,5:1263:105:8:17:0:0:0:1:0:0:0:0:0:0,1:1164:109:9:30:5:1:5:3:0:0:0:0:0:0,3:1070:173:6:29:6:1:1:0:0:0:0:0:0:0,1:1092:191:12:29:2:0:3:1:0:0:0:0:0:0,
9:00:00 (C),,1:1105:130:9:27:4:1:4:4:0:0:0:0:0:0,1:1112:122:9:25:0:1:1:4:0:0:0:1:0:0,3:989:177:9:34:5:3:1:2:0:0:0:0:0:0,1:1130:207:2:33:3:0:1:2:0:0:0:0:0:0,
10:00:00 (C),,2:1069:149:10:38:2:1:0:0:0:0:0:0:0:0,2:1007:125:8:48:4:0:2:1:0:0:0:0:0:0,3:884:192:4:45:4:1:3:0:0:0:0:0:0:0,1:977:178:5:32:3:0:0:2:0:0:0:0:0:0,
11:00:00 (C),,3:1005:124:6:44:9:0:2:1:0:0:0:0:0:0,1:1038:150:5:25:1:0:1:1:1:0:0:0:0:0,3:964:219:9:36:3:0:1:1:0:0:0:0:0:0,0:1032:195:7:36:1:0:1:0:0:0:0:0:0:0,
12:00:00 (C),,4:1127:165:2:30:4:0:4:3:0:0:0:0:0:0,4:1158:146:6:22:8:2:2:1:0:0:0:0:0:0,4:1115:225:3:37:3:1:1:2:0:0:0:0:0:0,7:1230:237:4:26:3:2:1:1:0:0:0:0:0:0,
13:00:00 (C),,5:1184:129:3:21:6:0:1:0:0:0:0:0:0:0,0:1052:141:3:17:5:0:1:1:0:0:0:0:0:0,3:1214:190:6:28:3:1:1:3:0:0:0:0:0:0,1:1230:197:9:29:3:1:4:0:0:0:0:0:0:0,
14:00:00 (C),,7:1260:121:7:28:6:1:2:0:0:0:0:1:0:0,3:1273:139:3:22:3:2:1:1:0:0:0:0:0:0,2:1210:216:9:33:3:2:2:2:0:0:0:1:0:0,4:1270:211:11:23:3:0:0:2:0:0:0:0:0:0,
15:00:00 (C),,4:1392:141:4:27:4:0:1:0:0:0:0:0:0:0,5:1359:126:3:19:1:0:4:0:0:0:0:0:0:0,3:1278:204:5:28:1:0:0:1:0:0:0:0:0:0,5:1179:229:8:23:5:1:0:1:0:0:0:0:0:0,
16:00:00 (C),,6:1457:121:7:22:4:2:2:0:0:0:0:0:0:0,1:1347:125:12:21:1:0:1:0:1:0:0:0:0:0,2:1338:219:5:21:4:0:1:1:1:0:0:0:0:0,3:1331:155:10:18:3:2:1:1:0:0:0:0:0:0,
17:00:00 (C),,5:1483:98:2:15:2:0:1:1:1:0:0:0:0:0,3:1283:96:3:13:3:1:0:2:0:0:0:0:0:0,4:1364:167:6:19:1:2:2:1:0:0:0:0:0:0,7:1425:188:3:23:5:1:1:0:0:0:0:0:0:0,
18:00:00 (C),8:1405:105:1:17:1:3:1:0:0:0:0:0:0:0,8:1364:111:1:21:4:0:0:0:0:0:0:0:0:0,,4:1362:153:1:12:1:0:1:1:0:0:0:1:0:0,3:1407:166:2:12:0:3:1:0:0:0:0:0:0:0,
19:00:00(C),3:1255:99:0:9:1:3:1:0:0:0:0:0:0:0,8:1258:82:0:10:3:4:0:0:1:0:0:0:0:0,,3:1146:134:1:12:3:0:0:1:0:0:0:0:0:0,5:1239:124:1:15:1:1:0:1:0:0:0:0:0:0,
20:00:00 (C),6:1043:65:0:7:1:0:0:0:1:0:0:0:0:0,4:1077:64:2:9:1:1:0:0:0:0:0:0:0:0,,2:951:104:1:3:1:2:0:0:0:0:0:0:0:0,3:938:105:1:6:2:0:0:1:0:0:0:0:0:0,
21:00:00 (C),4:831:61:0:6:0:2:0:1:0:0:0:0:0:0,3:987:58:3:9:2:0:0:0:1:0:0:0:0:0,,0:837:106:1:8:2:1:0:0:0:0:0:0:0:0,2:796:97:0:10:0:1:1:0:0:0:0:0:0:0,
22:00:00 (C),1:656:34:0:6:1:1:0:0:0:0:0:0:0:0,3:745:26:0:4:2:1:0:0:0:0:0:0:0:0,,2:712:88:0:8:0:0:0:1:0:0:0:0:0:0,1:698:62:0:5:0:0:2:2:0:0:0:0:0:0,
23:00:00 (C),4:460:18:0:4:1:0:0:0:0:0:0:0:0:0,1:421:27:1:4:0:0:0:0:0:0:0:0:0:0,,6:420:61:0:2:1:0:0:0:0:0:0:0:0:0,0:526:56:0:3:0:0:0:0:0:0:0:0:0:0,
